City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
84,hermanus,-34.4187,19.2345,72.81,80,100,13.29,ZA,1643600091
85,turukhansk,65.8167,87.9833,-0.85,93,99,11.92,RU,1643600093
86,half moon bay,37.4636,-122.4286,53.96,86,75,5.75,US,1643599944
87,dalaba,10.7,-12.25,63.09,22,3,3.87,GN,1643600097
88,maxixe,-23.8597,35.3472,69.62,94,20,0.0,MZ,1643600099
89,sayyan,15.1718,44.3244,49.53,39,35,0.54,YE,1643600102
90,kapaa,22.0752,-159.319,78.78,67,0,8.05,US,1643599845
91,kutum,14.2,24.6667,49.17,21,1,10.98,SD,1643600106
92,sayansk,54.1088,102.1648,1.22,91,100,2.17,RU,1643600108
93,pingxiang,27.6167,113.85,39.33,96,100,2.62,CN,1643600111
94,kahului,20.8947,-156.47,80.62,62,20,16.11,US,1643599858
95,ambon,-3.6954,128.1814,91.54,52,40,16.11,ID,1643600115
96,sibolga,1.7427,98.7792,81.63,74,99,1.3,ID,1643600117
97,luorong,24.4058,109.6086,43.25,82,100,9.35,CN,1643600122
98,hithadhoo,-0.6,73.0833,82.17,70,5,10.65,MV,1643600047
99,gat,31.61,34.7642,47.39,100,97,6.35,IL,1643600126
100,rincon,32.296,-81.2354,50.18,45,0,10.36,US,1643600128
101,minab,27.1467,57.0801,54.9,76,1,4.85,IR,1643600131
102,mumford,5.2618,-0.759,76.96,75,100,0.76,GH,1643600133
103,juneau,58.3019,-134.4197,33.8,75,75,6.91,US,1643599986
104,yellowknife,62.456,-114.3525,-9.58,83,75,10.36,CA,1643600139
105,lagoa,39.05,-27.9833,58.26,73,22,24.99,PT,1643600142
106,miandrivazo,-19.5167,45.4667,80.19,73,1,1.54,MG,1643600144
107,richards bay,-28.783,32.0377,71.11,88,96,6.46,ZA,1643600147
108,severo-kurilsk,50.6789,156.125,28.67,90,100,9.28,RU,1643600149
109,geraldton,-28.7667,114.6,82.81,54,0,17.27,AU,1643600140
110,oussouye,12.485,-16.5469,71.78,54,56,8.32,SN,1643600153
111,camargo,27.6667,-105.1667,61.99,25,99,17.78,MX,1643600158
112,sobolevo,54.4299,31.8996,28.02,98,100,4.41,RU,1643600160
113,klaksvik,62.2266,-6.589,32.92,56,98,35.59,FO,1643600162
114,ulaanbaatar,47.9077,106.8832,-12.87,77,39,2.24,MN,1643600042
115,lebedinyy,58.5167,125.5167,-6.65,90,100,4.27,RU,1643600167
116,poum,-20.2333,164.0167,80.24,75,100,13.13,NC,1643600169
117,cotnari,47.35,26.9833,39.43,69,76,11.25,RO,1643600171
118,carnarvon,-24.8667,113.6333,86.07,62,28,20.71,AU,1643600173
119,gimli,50.6336,-96.9907,14.02,79,100,13.8,CA,1643600138
120,altay,47.8667,88.1167,9.99,68,82,2.8,CN,1643600178
121,hamilton,39.1834,-84.5333,29.93,75,0,4.61,US,1643600184
122,palmares do sul,-30.2578,-50.5097,71.38,72,0,14.76,BR,1643600186
123,atuona,-9.8,-139.0333,78.26,74,16,15.68,PF,1643599649
124,san patricio,28.017,-97.5169,64.38,77,100,10.98,US,1643600148
125,samarai,-10.6167,150.6667,83.5,71,100,20.27,PG,1643600193
126,aljezur,37.3191,-8.8033,52.75,55,22,5.46,PT,1643600195
127,biak,-0.9131,122.8766,86.88,58,84,8.03,ID,1643600198
128,lavrentiya,65.5833,-171.0,-8.19,93,14,6.2,RU,1643600200
129,whitehorse,60.7161,-135.0538,5.77,72,100,11.5,CA,1643600202
130,piacabucu,-10.4056,-36.4344,78.24,84,79,7.52,BR,1643600204
131,qaanaaq,77.484,-69.3632,-5.37,93,100,3.71,GL,1643600207
132,togul,53.465,85.9128,1.31,96,33,1.9,RU,1643600209
133,saint-philippe,-21.3585,55.7679,76.59,85,79,10.74,RE,1643600025
134,fortuna,40.5982,-124.1573,49.98,90,100,0.0,US,1643600016
135,barcelos,41.5388,-8.6151,44.69,59,0,4.65,PT,1643600123
136,havelock,34.8791,-76.9013,44.58,66,76,6.67,US,1643600217
137,tovarkovo,54.6762,35.9386,28.83,97,99,7.11,RU,1643600220
138,port hardy,50.6996,-127.4199,40.75,87,75,6.91,CA,1643600222
139,san quintin,30.4833,-115.95,58.24,73,0,12.75,MX,1643600224
140,bonavista,48.6499,-53.1147,36.12,74,59,29.28,CA,1643600103
141,bandundu,-3.3167,17.3667,72.7,86,60,2.28,CD,1643600229
142,ketchikan,55.3422,-131.6461,34.27,93,100,4.61,US,1643599991
143,ucluelet,48.9329,-125.5528,42.1,86,69,5.99,CA,1643600155
144,maniitsoq,65.4167,-52.9,9.0,64,100,19.95,GL,1643600235
145,cidreira,-30.1811,-50.2056,72.81,73,0,17.65,BR,1643600025
146,bambous virieux,-20.3428,57.7575,81.21,94,75,9.22,MU,1643600240
147,algarrobo,10.1869,-74.5753,76.95,81,66,5.35,CO,1643600242
148,san rafael,-34.6177,-68.3301,73.38,27,0,8.77,AR,1643600244
149,anloga,5.7947,0.8973,70.02,65,100,1.95,GH,1643600246
150,kapit,2.0167,112.9333,88.38,59,98,2.73,MY,1643600249
151,chuy,-33.6971,-53.4616,69.03,86,0,10.02,UY,1643600023
152,meghri,38.9029,46.2446,28.98,79,34,7.4,AM,1643600253
153,north bend,43.4065,-124.2243,49.24,99,100,13.8,US,1643600255
154,chernyshevskiy,63.0128,112.4714,-8.48,95,93,2.3,RU,1643600258
155,iquitos,-3.7481,-73.2472,77.04,100,75,0.0,PE,1643600260
156,balykshi,47.0667,51.8667,19.4,93,40,6.71,KZ,1643600262
157,arraial do cabo,-22.9661,-42.0278,74.68,96,100,9.01,BR,1643600267
158,bayan,46.0833,127.4,6.67,85,46,5.28,CN,1643600269
159,okha,53.5739,142.9478,8.91,91,100,23.09,RU,1643600271
160,jamestown,42.097,-79.2353,11.84,92,40,0.0,US,1643600274
161,anadyr,64.75,177.4833,-12.5,83,0,8.95,RU,1643600276
162,porto torres,40.835,8.3972,55.58,76,53,19.3,IT,1643600278
163,halifax,44.6453,-63.5724,24.8,70,90,5.99,CA,1643600280
164,kamina,-8.7386,24.9906,63.68,95,100,1.03,CD,1643600283
165,torbay,47.6666,-52.7314,35.58,82,100,25.32,CA,1643600129
166,shaowu,27.3409,117.4831,47.35,69,100,1.97,CN,1643600287
167,port elizabeth,-33.918,25.5701,66.49,100,75,5.75,ZA,1643600290
168,horsham,51.064,-0.3272,45.5,71,20,13.8,GB,1643600292
169,sao joao da barra,-21.6403,-41.0511,74.57,93,93,7.02,BR,1643600016
170,kloulklubed,7.0419,134.2556,84.7,68,94,12.44,PW,1643600296
171,thinadhoo,0.5333,72.9333,82.09,73,12,12.82,MV,1643600299
172,sabang,5.8933,95.3214,81.5,76,82,10.02,ID,1643600301
173,broken hill,-31.95,141.4333,91.11,38,40,8.05,AU,1643600304
174,shieli,44.1667,66.75,25.72,80,100,3.98,KZ,1643600308
175,novobiryusinskiy,56.9578,97.7076,2.68,95,92,1.05,RU,1643600310
176,iwanai,42.9744,140.5089,21.79,63,100,11.16,JP,1643600315
177,lebu,-37.6167,-73.65,56.48,74,0,20.15,CL,1643600317
178,morant bay,17.8815,-76.4093,74.82,85,69,10.27,JM,1643600320
179,jagdalpur,19.0667,82.0333,71.51,21,3,0.92,IN,1643600322
180,hirara,24.8,125.2833,62.46,63,75,14.97,JP,1643600324
181,kaitangata,-46.2817,169.8464,63.86,76,76,4.07,NZ,1643600320
182,roald,62.5833,6.1333,32.14,74,20,11.5,NO,1643600329
183,tomatlan,19.9333,-105.25,66.63,80,12,2.95,MX,1643600180
184,yurino,56.2942,46.3039,20.52,96,99,6.89,RU,1643600333
185,hasaki,35.7333,140.8333,50.29,32,36,8.72,JP,1643600335
186,aklavik,68.2191,-135.0107,4.03,83,100,10.71,CA,1643600338
187,yulara,-25.2406,130.9889,82.24,69,100,13.8,AU,1643600340
188,constitucion,-35.3333,-72.4167,57.27,76,0,12.35,CL,1643600342
189,nelson bay,-32.7167,152.15,87.3,69,52,3.0,AU,1643600347
190,alvaraes,-3.2208,-64.8042,72.0,98,61,2.28,BR,1643600349
191,bilibino,68.0546,166.4372,-11.49,97,75,4.54,RU,1643600352
192,cuenca,-2.8833,-78.9833,55.53,88,100,4.61,EC,1643600354
193,qujing,25.4833,103.7833,39.61,93,100,2.42,CN,1643600356
194,pevek,69.7008,170.3133,-18.33,99,94,2.28,RU,1643600336
195,astoria,46.1879,-123.8313,43.02,95,100,5.01,US,1643600360
196,dicabisagan,17.0818,122.4157,73.8,88,90,10.42,PH,1643600363
197,milkovo,54.7167,158.6167,21.72,90,100,6.73,RU,1643600368
198,abnub,27.2696,31.1511,46.11,56,6,6.76,EG,1643600370
199,vardo,70.3705,31.1107,23.2,66,69,18.14,NO,1643600373
200,cisneros,6.5383,-75.0886,68.02,94,100,2.44,CO,1643600375
201,turan,16.0678,108.2208,71.58,88,75,5.75,VN,1643600214
202,zonguldak,41.25,31.8333,32.52,97,100,5.95,TR,1643600384
203,kruisfontein,-34.0033,24.7314,63.88,93,87,3.51,ZA,1643600386
204,leh,34.1667,77.5833,11.62,94,100,3.29,IN,1643600388
205,norman wells,65.282,-126.8329,-18.36,69,75,4.61,CA,1643600391
206,nenjiang,49.1833,125.2167,4.98,82,16,3.83,CN,1643600395
207,tukrah,32.5341,20.5791,55.24,69,79,15.61,LY,1643600397
208,la rioja,42.25,-2.5,33.12,78,0,5.66,ES,1643600400
209,homer,59.6425,-151.5483,19.29,89,0,6.91,US,1643600402
210,sorland,67.667,12.6934,32.43,82,99,16.2,NO,1643600404
211,mnogovershinnyy,53.9353,139.9242,4.21,88,100,7.67,RU,1643600407
212,verkhnyaya maksakovka,61.635,50.9674,-4.83,92,20,0.0,RU,1643600409
213,veinticinco de mayo,-35.4323,-60.1727,66.97,83,67,11.01,AR,1643600415
214,sambava,-14.2667,50.1667,78.1,82,35,9.22,MG,1643600418
215,chama,47.1821,8.4636,38.79,90,100,1.14,CH,1643600420
216,east london,-33.0153,27.9116,72.54,88,0,8.05,ZA,1643600422
217,ilulissat,69.2167,-51.1,-4.97,56,32,16.82,GL,1643600425
218,prince rupert,54.3161,-130.3201,37.09,93,100,8.05,CA,1643600284
219,kinkala,-4.3614,14.7644,75.51,95,66,2.75,CG,1643600429
220,helong,42.5397,128.9972,23.79,38,0,5.23,CN,1643600433
221,creel,27.75,-107.6333,35.19,66,79,6.91,MX,1643600436
222,le port,-20.9373,55.2919,80.56,68,57,0.69,RE,1643600438
223,ondjiva,-17.0667,15.7333,67.53,48,100,5.84,AO,1643600440
224,erenhot,43.6475,111.9767,7.72,75,99,11.18,CN,1643600443
225,yerbogachen,61.2767,108.0108,-8.45,97,96,4.59,RU,1643600445
226,esperance,-33.8667,121.9,75.04,69,76,17.58,AU,1643600447
227,clyde river,70.4692,-68.5914,-28.97,75,0,4.61,CA,1643600452
228,chicama,-7.8447,-79.1469,63.14,81,99,5.23,PE,1643600454
229,tazovskiy,67.4667,78.7,-6.97,99,92,8.66,RU,1643600456
230,grojec,51.8625,20.8676,35.38,81,94,18.97,PL,1643600458
231,lorengau,-2.0226,147.2712,81.34,82,100,17.09,PG,1643600461
232,meulaboh,4.1363,96.1285,85.35,65,68,1.63,ID,1643600463
233,longyearbyen,78.2186,15.6401,10.24,67,40,18.41,SJ,1643600460
234,moerai,-22.4333,-151.3333,79.83,75,37,10.89,PF,1643600467
235,ixtapa,20.7,-105.2,72.63,83,0,3.44,MX,1643600470
236,kedrovyy,56.1667,91.8167,-12.59,83,41,3.24,RU,1643600190
237,alihe,50.5667,123.7167,9.88,61,19,3.8,CN,1643600476
238,bethel,41.3712,-73.414,21.92,67,0,0.0,US,1643600478
239,nikolskoye,59.7035,30.7861,26.49,97,100,4.94,RU,1643600481
240,pandamatenga,-18.5278,25.627,64.89,98,97,6.82,BW,1643600485
241,portsmouth,50.799,-1.0913,45.91,87,99,5.99,GB,1643600486
242,nara,34.6851,135.8049,45.97,45,45,8.48,JP,1643600492
243,naze,28.3667,129.4833,58.12,54,75,17.13,JP,1643600494
244,leningradskiy,69.3833,178.4167,-15.84,94,87,4.7,RU,1643600496
245,sistranda,63.7256,8.834,32.9,72,100,8.39,NO,1643600498
246,kassala,15.451,36.4,66.22,65,1,6.67,SD,1643600501
247,acarau,-2.8856,-40.12,77.88,85,100,11.01,BR,1643600503
248,holme,56.1138,10.1725,35.46,86,100,5.06,DK,1643600505
249,ponta do sol,32.6667,-17.1,65.12,43,0,10.09,PT,1643600508
250,victoria,22.2855,114.1577,59.25,72,97,1.99,HK,1643600439
251,yumen,40.2833,97.2,19.33,31,100,10.76,CN,1643600512
252,kavieng,-2.5744,150.7967,83.55,70,95,2.21,PG,1643600514
253,manokwari,-0.8667,134.0833,80.53,71,100,12.28,ID,1643600421
254,port alfred,-33.5906,26.891,72.43,90,100,11.65,ZA,1643600521
255,kimbe,-5.5502,150.1429,84.34,73,99,5.26,PG,1643600523
256,napasar,27.9667,73.55,67.1,18,0,4.05,IN,1643600525
257,champasak,14.75,106.0,81.48,46,8,5.28,LA,1643600527
258,saskylakh,71.9167,114.0833,-24.48,100,93,2.86,RU,1643600530
259,cravo norte,6.3017,-70.2041,77.58,44,11,5.26,CO,1643600532
260,northam,51.0333,-4.2167,46.26,79,72,25.32,GB,1643600534
261,kenai,60.5544,-151.2583,12.25,91,0,3.44,US,1643600537
262,rawah,34.4816,41.9093,42.84,69,0,8.1,IQ,1643600539
263,ravar,31.2656,56.8055,45.5,41,35,2.86,IR,1643600541
264,deputatskiy,69.3,139.9,-23.04,100,61,1.77,RU,1643600544
265,las vegas,36.175,-115.1372,55.76,20,0,6.91,US,1643600485
266,puerto leguizamo,-0.1934,-74.7819,78.76,68,100,0.94,CO,1643600550
267,shimizu,43.0061,142.8847,13.75,68,80,5.41,JP,1643600552
268,eyl,7.9803,49.8164,74.88,75,93,16.22,SO,1643600557
269,ponta delgada,37.7333,-25.6667,57.92,72,20,16.11,PT,1643600559
270,tiksi,71.6872,128.8694,-16.4,99,100,3.89,RU,1643600561
271,uvalde,29.3669,-99.767,58.15,37,100,8.05,US,1643600564
272,tiznit,29.5833,-9.5,61.39,35,89,13.89,MA,1643600566
273,san jose,37.3394,-121.895,54.28,79,20,5.75,US,1643600418
274,srandakan,-7.9386,110.2506,85.62,68,95,8.34,ID,1643600571
275,kristiansund,63.1115,7.732,29.05,86,100,4.61,NO,1643600573
276,sulangan,11.1373,123.7228,82.09,73,16,10.98,PH,1643600575
277,sisimiut,66.9395,-53.6735,0.66,74,89,12.01,GL,1643600577
278,noumea,-22.2763,166.4572,82.38,76,83,6.87,NC,1643600301
279,olafsvik,64.8945,-23.7142,26.46,55,100,20.02,IS,1643600571
280,leshukonskoye,64.8989,45.7622,8.44,96,100,5.03,RU,1643600586
281,lingdong,46.5669,131.1453,10.51,72,38,6.67,CN,1643600588
282,harper,4.375,-7.7169,77.58,86,47,2.19,LR,1643600591
283,puerto madero,14.7208,-92.4215,77.27,66,3,2.35,MX,1643600593
284,svetlyy,54.675,20.1347,35.65,75,94,20.15,RU,1643600595
285,oranjemund,-28.55,16.4333,65.28,90,98,4.99,NA,1643600598
286,nushki,29.5542,66.0215,54.59,43,5,0.49,PK,1643600600
287,caxias,38.7031,-9.2767,55.96,46,0,1.99,PT,1643600602
288,abu samrah,35.3029,37.1841,41.52,74,100,2.91,SY,1643600605
289,singaraja,-8.112,115.0882,86.97,70,100,6.69,ID,1643600607
290,swellendam,-34.0226,20.4417,70.12,84,84,5.95,ZA,1643600611
291,vrangel,42.7297,133.0839,19.98,43,4,9.69,RU,1643600614
292,vao,-22.6667,167.4833,79.66,80,75,4.47,NC,1643600616
293,atar,20.5169,-13.0499,76.15,13,100,7.29,MR,1643600618
294,isangel,-19.55,169.2667,86.11,84,75,4.61,VU,1643600621
295,danes,46.2167,24.7,34.66,93,91,15.64,RO,1643600623
296,pangnirtung,66.1451,-65.7125,-21.24,86,87,6.15,CA,1643600625
297,baker city,44.7749,-117.8344,25.83,87,0,6.91,US,1643600627
298,nuuk,64.1835,-51.7216,3.29,75,100,13.89,GL,1643600630
299,kuala terengganu,5.3302,103.1408,82.35,78,20,1.14,MY,1643600632
300,vasai,19.47,72.8,75.29,31,0,5.88,IN,1643600634
301,gushikawa,26.3544,127.8686,60.03,60,100,11.5,JP,1643600637
302,sitka,57.0531,-135.33,33.69,80,20,0.0,US,1643600639
303,kushiro,42.975,144.3747,20.35,49,20,5.75,JP,1643600641
304,saint-georges,12.0564,-61.7485,78.48,78,40,13.8,GD,1643600644
305,fairbanks,64.8378,-147.7164,-17.39,74,0,0.0,US,1643600519
306,dillon,34.4166,-79.3712,40.01,70,4,8.19,US,1643600648
307,shingu,33.7333,135.9833,49.19,31,3,2.82,JP,1643600650
308,goderich,43.7501,-81.7165,23.92,73,95,6.91,CA,1643600593
309,bonthe,7.5264,-12.505,74.79,92,1,1.57,SL,1643600655
310,eureka,40.8021,-124.1637,50.25,85,100,5.35,US,1643600510
311,san cristobal,7.7669,-72.225,66.38,90,64,2.53,VE,1643600659
312,vikindu,-7.0067,39.2985,78.44,83,20,5.75,TZ,1643600661
313,porbandar,21.6422,69.6093,64.38,82,0,6.91,IN,1643600664
314,clearwater,27.9659,-82.8001,50.92,68,0,3.0,US,1643600647
315,mayo,38.8876,-76.5119,30.24,67,100,3.0,US,1643600670
316,sydney mines,46.2367,-60.2177,25.09,77,75,4.0,CA,1643600672
317,laviana,43.2333,-5.5333,47.3,85,5,2.71,ES,1643600675
318,sao filipe,14.8961,-24.4956,71.28,73,100,11.16,CV,1643600677
319,cocachacra,-17.0883,-71.7575,68.77,79,51,3.22,PE,1643600680
320,taoudenni,22.6783,-3.9836,66.27,14,79,13.58,ML,1643600405
321,bitung,1.4451,125.1824,90.45,65,55,15.08,ID,1643600686
322,thompson,55.7435,-97.8558,-3.84,84,20,3.44,CA,1643600672
323,iqaluit,63.7506,-68.5145,-23.31,74,0,5.99,CA,1643600690
324,tamandare,-8.7597,-35.1047,77.92,80,49,5.5,BR,1643600503
325,dingle,10.9995,122.6711,85.33,67,26,10.07,PH,1643600695
326,codrington,-38.2667,141.9667,75.92,65,3,13.96,AU,1643600697
327,krasnoarmeysk,51.0239,45.6969,23.16,98,100,10.69,RU,1643600699
328,thai nguyen,21.5928,105.8442,55.18,85,100,5.79,VN,1643600704
329,jardim,-21.4803,-56.1381,72.95,95,0,6.53,BR,1643600706
330,port lincoln,-34.7333,135.8667,74.79,65,15,6.08,AU,1643600708
331,union de tula,19.9667,-104.2667,61.48,63,5,3.04,MX,1643600710
332,ukiah,39.1502,-123.2078,55.29,66,0,10.36,US,1643600713
333,kitimat,54.0524,-128.6534,35.98,98,100,2.95,CA,1643600486
334,den helder,52.9599,4.7593,45.07,78,75,28.99,NL,1643600717
335,lakatoro,-16.0999,167.4164,84.11,76,100,10.96,VU,1643600719
336,le vauclin,14.5452,-60.8388,74.84,88,75,4.61,MQ,1643600722
337,ostrovnoy,68.0531,39.5131,5.99,96,84,8.84,RU,1643600724
338,chernelytsya,48.8121,25.4248,36.48,79,98,26.28,UA,1643600728
339,zhicheng,30.2956,111.5047,47.64,59,57,3.62,CN,1643600731
340,praia da vitoria,38.7333,-27.0667,59.25,82,75,22.57,PT,1643600735
341,souillac,-20.5167,57.5167,81.36,94,75,9.22,MU,1643600702
342,polunochnoye,60.8697,60.4153,-8.9,100,99,2.91,RU,1643600741
343,qaqortoq,60.7167,-46.0333,20.73,73,100,20.69,GL,1643600744
344,bourail,-21.5667,165.4833,83.62,67,98,7.67,NC,1643600746
345,kamogawa,35.1,140.1,48.25,34,92,10.18,JP,1643600748
346,beringovskiy,63.05,179.3167,-3.75,95,100,10.38,RU,1643600692
347,west wendover,40.7391,-114.0733,30.96,39,9,1.36,US,1643600753
348,surt,31.2089,16.5887,55.4,76,93,18.59,LY,1643600732
349,nabinagar,23.8917,90.9733,66.27,44,0,3.56,BD,1643600757
350,zhangjiakou,40.81,114.8794,15.48,47,64,17.87,CN,1643600759
351,kavaratti,10.5669,72.642,81.34,73,1,9.53,IN,1643600764
352,itarema,-2.9248,-39.9167,78.03,84,99,10.69,BR,1643600653
353,cintalapa,16.6951,-93.7272,57.34,97,27,3.2,MX,1643600768
354,marzuq,14.4,46.4667,60.6,67,52,3.44,YE,1643600773
355,kodiak,57.79,-152.4072,24.31,74,0,11.5,US,1643600775
356,nome,64.5011,-165.4064,-9.33,77,0,0.0,US,1643600779
357,inongo,-1.95,18.2667,72.03,68,94,5.57,CD,1643600786
358,waingapu,-9.6567,120.2641,86.77,61,100,17.07,ID,1643600788
359,kushmurun,52.4503,64.6311,25.21,92,98,14.94,KZ,1643600790
360,oranjestad,12.524,-70.027,78.75,73,20,6.91,AW,1643600766
361,bandarbeyla,9.4942,50.8122,75.34,80,100,15.48,SO,1643600795
362,calabozo,8.9242,-67.4293,77.59,53,50,7.92,VE,1643600797
363,houma,29.5958,-90.7195,53.6,88,3,1.99,US,1643600637
364,krasnoselkup,65.7,82.4667,2.61,95,100,10.42,RU,1643600699
365,virginia beach,36.8529,-75.978,34.02,68,100,5.75,US,1643600776
366,hals,56.9961,10.3081,33.62,90,100,8.52,DK,1643600806
367,tombouctou,20.0,-3.0,66.54,17,14,11.65,ML,1643600808
368,guerrero negro,27.9769,-114.0611,60.12,69,60,10.65,MX,1643600810
369,mehamn,71.0357,27.8492,28.35,80,0,8.05,NO,1643600815
